emoji,unicode,name_en,name_id,alias,emoji_clean,has_skin_tone,category,aliases
😀,😀,grinning_face,wajah_gembira,wajah_gembira_bahagia_muka_senang,\U0001f600,False,grinning,"['wajah', 'gembira', 'bahagia', 'muka', 'senang']"
😃,😃,grinning_face_with_big_eyes,wajah_tersenyum_lebar,wajah_tersenyum_lebar_muka_mulut_senyum_terbuka,\U0001f603,False,grinning_face_with_big,"['wajah', 'tersenyum', 'lebar', 'muka', 'mulut', 'senyum', 'terbuka']"
😄,😄,grinning_face_with_smiling_eyes,wajah_tersenyum_lebar_dan_mata_tertutup,wajah_tersenyum_lebar_dan_mata_tertutup_muka_mulut_senyum_terbuka,\U0001f604,False,grinning_face_with_smiling,"['wajah', 'tersenyum', 'lebar', 'dan', 'mata', 'tertutup', 'muka', 'mulut', 'senyum', 'terbuka']"
😁,😁,beaming_face_with_smiling_eyes,wajah_gembira_dengan_mata_bahagia,wajah_gembira_dengan_mata_bahagia_cengiran_muka_senyum_tersenyum_lebar,\U0001f601,False,beaming_face_with_smiling,"['wajah', 'gembira', 'dengan', 'mata', 'bahagia', 'cengiran', 'muka', 'senyum', 'tersenyum', 'lebar']"
😆,😆,grinning_squinting_face,wajah_tersenyum_lebar_dan_memejamkan_mata,wajah_tersenyum_lebar_dan_memejamkan_mata_mulut_puas_senyum_tertawa,\U0001f606,False,grinning_squinting,"['wajah', 'tersenyum', 'lebar', 'dan', 'memejamkan', 'mata', 'mulut', 'puas', 'senyum', 'tertawa']"
😅,😅,grinning_face_with_sweat,wajah_tersenyum_lebar_dan_berkeringat,wajah_tersenyum_lebar_dan_berkeringat_dingin_keringat_muka_senyum_terbuka,\U0001f605,False,grinning_face_with,"['wajah', 'tersenyum', 'lebar', 'dan', 'berkeringat', 'dingin', 'keringat', 'muka', 'senyum', 'terbuka']"
🤣,🤣,rolling_on_the_floor_laughing,tertawa_terbahak-bahak,tertawa_terbahak-bahak_kocak_lucu_ngakak,\U0001f923,False,rolling_on_the_floor,"['tertawa', 'terbahak-bahak', 'kocak', 'lucu', 'ngakak']"
😂,😂,face_with_tears_of_joy,wajah_gembira_berurai_air_mata,wajah_gembira_berurai_air_mata_bahagia_tertawa_dengan,\U0001f602,False,face_with_tears_of,"['wajah', 'gembira', 'berurai', 'air', 'mata', 'bahagia', 'tertawa', 'dengan']"
🙂,🙂,slightly_smiling_face,wajah_agak_tersenyum,wajah_agak_tersenyum_muka_senyum,\U0001f642,False,slightly_smiling,"['wajah', 'agak', 'tersenyum', 'muka', 'senyum']"
🙃,🙃,upside-down_face,wajah_terbalik,wajah_terbalik_muka,\U0001f643,False,down,"['wajah', 'terbalik', 'muka']"
😉,😉,winking_face,wajah_berkedip,wajah_berkedip_kedip_muka,\U0001f609,False,winking,"['wajah', 'berkedip', 'kedip', 'muka']"
😊,😊,smiling_face_with_smiling_eyes,wajah_tersenyum_dengan_mata_bahagia,wajah_tersenyum_dengan_mata_bahagia_muka_senyum_tersipu,\U0001f60a,False,smiling_face_with_smiling,"['wajah', 'tersenyum', 'dengan', 'mata', 'bahagia', 'muka', 'senyum', 'tersipu']"
😇,😇,smiling_face_with_halo,wajah_malaikat,wajah_malaikat_fantasi_halo_lugu_tersenyum,\U0001f607,False,smiling_face_with,"['wajah', 'malaikat', 'fantasi', 'halo', 'lugu', 'tersenyum']"
🥰,🥰,smiling_face_with_hearts,wajah_tersenyum_dengan_3_hati,wajah_tersenyum_dengan_3_hati_jatuh_cinta_memuja_naksir,\U0001f970,False,smiling_face_with,"['wajah', 'tersenyum', 'dengan', '3', 'hati', 'jatuh', 'cinta', 'memuja', 'naksir']"
😍,😍,smiling_face_with_heart-eyes,wajah_tersenyum_lebar_bermata_hati,wajah_tersenyum_lebar_bermata_hati_cinta_mata_senyum,\U0001f60d,False,smiling_face_with,"['wajah', 'tersenyum', 'lebar', 'bermata', 'hati', 'cinta', 'mata', 'senyum']"
🤩,🤩,star-struck,wajah_dengan_mata_berbentuk_bintang,wajah_dengan_mata_berbentuk_bintang_menyeringai,\U0001f929,False,misc,"['wajah', 'dengan', 'mata', 'berbentuk', 'bintang', 'menyeringai']"
😘,😘,face_blowing_a_kiss,wajah_memberikan_ciuman_jauh,wajah_memberikan_ciuman_jauh_cium_hati_muka,\U0001f618,False,face_blowing_a,"['wajah', 'memberikan', 'ciuman', 'jauh', 'cium', 'hati', 'muka']"
😗,😗,kissing_face,wajah_memberikan_ciuman,wajah_memberikan_ciuman_cium_muka,\U0001f617,False,kissing,"['wajah', 'memberikan', 'ciuman', 'cium', 'muka']"
☺️,☺️,smiling_face,wajah_tersenyum,wajah_tersenyum_muka_rileks_santai_senyum_tersipu,\u263a\ufe0f,False,smiling,"['wajah', 'tersenyum', 'muka', 'rileks', 'santai', 'senyum', 'tersipu']"
😚,😚,kissing_face_with_closed_eyes,wajah_memberikan_ciuman_dengan_mata_tertutup,wajah_memberikan_ciuman_dengan_mata_tertutup_cium_muka_tutup,\U0001f61a,False,kissing_face_with_closed,"['wajah', 'memberikan', 'ciuman', 'dengan', 'mata', 'tertutup', 'cium', 'muka', 'tutup']"
😙,😙,kissing_face_with_smiling_eyes,wajah_memberikan_ciuman_dengan_mata_bahagia,wajah_memberikan_ciuman_dengan_mata_bahagia_cium_muka_senyum,\U0001f619,False,kissing_face_with_smiling,"['wajah', 'memberikan', 'ciuman', 'dengan', 'mata', 'bahagia', 'cium', 'muka', 'senyum']"
🥲,🥲,smiling_face_with_tear,wajah_tersenyum_dengan_air_mata,wajah_tersenyum_dengan_air_mata_bangga_bersyukur_lega_tersentuh,\U0001f972,False,smiling_face_with,"['wajah', 'tersenyum', 'dengan', 'air', 'mata', 'bangga', 'bersyukur', 'lega', 'tersentuh']"
😋,😋,face_savoring_food,wajah_menikmati,wajah_menikmati_lezat_nyam_senyum_makanan,\U0001f60b,False,face_savoring,"['wajah', 'menikmati', 'lezat', 'nyam', 'senyum', 'makanan']"
😛,😛,face_with_tongue,wajah_menjulurkan_lidah,wajah_menjulurkan_lidah_muka,\U0001f61b,False,face_with,"['wajah', 'menjulurkan', 'lidah', 'muka']"
😜,😜,winking_face_with_tongue,wajah_menjulurkan_lidah_dan_mengedipkan_mata,wajah_menjulurkan_lidah_dan_mengedipkan_mata_kedip_lelucon_mengedip_dengan,\U0001f61c,False,winking_face_with,"['wajah', 'menjulurkan', 'lidah', 'dan', 'mengedipkan', 'mata', 'kedip', 'lelucon', 'mengedip', 'dengan']"
🤪,🤪,zany_face,wajah_konyol,wajah_konyol_besar_bodoh_kecil_mata,\U0001f92a,False,zany,"['wajah', 'konyol', 'besar', 'bodoh', 'kecil', 'mata']"
😝,😝,squinting_face_with_tongue,wajah_menjulurkan_lidah_dan_memejamkan_mata,wajah_menjulurkan_lidah_dan_memejamkan_mata_menjijikan_rasa,\U0001f61d,False,squinting_face_with,"['wajah', 'menjulurkan', 'lidah', 'dan', 'memejamkan', 'mata', 'menjijikan', 'rasa']"
🤑,🤑,money-mouth_face,wajah_materialistis,wajah_materialistis_matre_muka_mulut_uang,\U0001f911,False,mouth,"['wajah', 'materialistis', 'matre', 'muka', 'mulut', 'uang']"
🤗,🤗,hugging_face,wajah_memeluk,wajah_memeluk_muka_peluk,\U0001f917,False,hugging,"['wajah', 'memeluk', 'muka', 'peluk']"
🤭,🤭,face_with_hand_over_mouth,wajah_dengan_tangan_menutup_mulut,wajah_dengan_tangan_menutup_mulut_ups,\U0001f92d,False,face_with_hand_over,"['wajah', 'dengan', 'tangan', 'menutup', 'mulut', 'ups']"
🤫,🤫,shushing_face,wajah_menyuruh_diam,wajah_menyuruh_diam_jangan_berisik_ssst_sst,\U0001f92b,False,shushing,"['wajah', 'menyuruh', 'diam', 'jangan', 'berisik', 'ssst', 'sst']"
🤔,🤔,thinking_face,wajah_berpikir,wajah_berpikir_mikir_muka_pikir,\U0001f914,False,thinking,"['wajah', 'berpikir', 'mikir', 'muka', 'pikir']"
🤐,🤐,zipper-mouth_face,wajah_dengan_mulut_tertutup_rapat,wajah_dengan_mulut_tertutup_rapat_muka,\U0001f910,False,mouth,"['wajah', 'dengan', 'mulut', 'tertutup', 'rapat', 'muka']"
🤨,🤨,face_with_raised_eyebrow,wajah_dengan_alis_terangkat,wajah_dengan_alis_terangkat_ragu_skeptis_tidak_percaya,\U0001f928,False,face_with_raised,"['wajah', 'dengan', 'alis', 'terangkat', 'ragu', 'skeptis', 'tidak', 'percaya']"
😐,😐,neutral_face,wajah_netral,wajah_netral_datar_muka,\U0001f610,False,neutral,"['wajah', 'netral', 'datar', 'muka']"
😑,😑,expressionless_face,wajah_tanpa_ekspresi,wajah_tanpa_ekspresi_datar_lempeng_muka,\U0001f611,False,expressionless,"['wajah', 'tanpa', 'ekspresi', 'datar', 'lempeng', 'muka']"
😶,😶,face_without_mouth,wajah_tanpa_mulut,wajah_tanpa_mulut_diam_muka_tenang,\U0001f636,False,face_without,"['wajah', 'tanpa', 'mulut', 'diam', 'muka', 'tenang']"
😶‍🌫️,😶‍🌫️,face_in_clouds,wajah_dikelilingi_awan,face_in_clouds,\U0001f636\u200d\U0001f32b\ufe0f,False,face_in,['']
😏,😏,smirking_face,wajah_tersenyum_sombong,wajah_tersenyum_sombong_seringai_menyeringai,\U0001f60f,False,smirking,"['wajah', 'tersenyum', 'sombong', 'seringai', 'menyeringai']"
😒,😒,unamused_face,wajah_bosan,wajah_bosan_muka,\U0001f612,False,unamused,"['wajah', 'bosan', 'muka']"
🙄,🙄,face_with_rolling_eyes,wajah_dengan_mata_ke_atas,wajah_dengan_mata_ke_atas_berputar_muka,\U0001f644,False,face_with_rolling,"['wajah', 'dengan', 'mata', 'ke', 'atas', 'berputar', 'muka']"
😬,😬,grimacing_face,wajah_menyeringai,wajah_menyeringai_muka_seringai,\U0001f62c,False,grimacing,"['wajah', 'menyeringai', 'muka', 'seringai']"
😮‍💨,😮‍💨,face_exhaling,wajah_mengembuskan_napas,face_exhaling,\U0001f62e\u200d\U0001f4a8,False,face,['']
🤥,🤥,lying_face,bohong,bohong_muka_pinokio_wajah,\U0001f925,False,lying,"['bohong', 'muka', 'pinokio', 'wajah']"
😌,😌,relieved_face,wajah_lega,wajah_lega_muka,\U0001f60c,False,relieved,"['wajah', 'lega', 'muka']"
😔,😔,pensive_face,wajah_merenung,wajah_merenung_muka_murung_sedih_termenung,\U0001f614,False,pensive,"['wajah', 'merenung', 'muka', 'murung', 'sedih', 'termenung']"
😪,😪,sleepy_face,wajah_mengantuk,wajah_mengantuk_muka_ngantuk,\U0001f62a,False,sleepy,"['wajah', 'mengantuk', 'muka', 'ngantuk']"
🤤,🤤,drooling_face,ngiler,ngiler_pengen_wajah,\U0001f924,False,drooling,"['ngiler', 'pengen', 'wajah']"
😴,😴,sleeping_face,wajah_tidur,wajah_tidur_muka_zzz,\U0001f634,False,sleeping,"['wajah', 'tidur', 'muka', 'zzz']"
😷,😷,face_with_medical_mask,wajah_bermasker,wajah_bermasker_dokter_flu_masker_sakit,\U0001f637,False,face_with_medical,"['wajah', 'bermasker', 'dokter', 'flu', 'masker', 'sakit']"
🤒,🤒,face_with_thermometer,wajah_bertermometer,wajah_bertermometer_muka_sakit_termometer,\U0001f912,False,face_with,"['wajah', 'bertermometer', 'muka', 'sakit', 'termometer']"
🤕,🤕,face_with_head-bandage,wajah_diperban_di_kepala,wajah_diperban_di_kepala_cedera_luka_muka_perban,\U0001f915,False,face_with,"['wajah', 'diperban', 'di', 'kepala', 'cedera', 'luka', 'muka', 'perban']"
🤢,🤢,nauseated_face,mual,mual_muka_muntah_wajah,\U0001f922,False,nauseated,"['mual', 'muka', 'muntah', 'wajah']"
🤮,🤮,face_vomiting,wajah_muntah,wajah_muntah_sakit,\U0001f92e,False,face,"['wajah', 'muntah', 'sakit']"
🤧,🤧,sneezing_face,bersin,bersin_muka_wajah,\U0001f927,False,sneezing,"['bersin', 'muka', 'wajah']"
🥵,🥵,hot_face,wajah_kepanasan,wajah_kepanasan_berkeringat_demam_muka_merah_panas,\U0001f975,False,hot,"['wajah', 'kepanasan', 'berkeringat', 'demam', 'muka', 'merah', 'panas']"
🥶,🥶,cold_face,wajah_kedinginan,wajah_kedinginan_es_menggigil_radang_dingin_biru,\U0001f976,False,cold,"['wajah', 'kedinginan', 'es', 'menggigil', 'radang', 'dingin', 'biru']"
🥴,🥴,woozy_face,wajah_pusing_karena_mabuk,wajah_pusing_karena_mabuk_agak_mata_miring_mulut_keriting,\U0001f974,False,woozy,"['wajah', 'pusing', 'karena', 'mabuk', 'agak', 'mata', 'miring', 'mulut', 'keriting']"
😵,😵,knocked-out_face,wajah_pusing,wajah_pusing_muka,\U0001f635,False,out,"['wajah', 'pusing', 'muka']"
😵‍💫,😵‍💫,face_with_spiral_eyes,wajah_dengan_mata_berputar,face_with_spiral_eyes,\U0001f635\u200d\U0001f4ab,False,face_with_spiral,['']
🤯,🤯,exploding_head,kepala_meledak,kepala_meledak_kaget_takjub_terkejut,\U0001f92f,False,exploding,"['kepala', 'meledak', 'kaget', 'takjub', 'terkejut']"
🤠,🤠,cowboy_hat_face,wajah_koboi,wajah_koboi_cowboy_cowgirl_topi,\U0001f920,False,cowboy_hat,"['wajah', 'koboi', 'cowboy', 'cowgirl', 'topi']"
🥳,🥳,partying_face,wajah_pesta,wajah_pesta_perayaan_terompet_topi,\U0001f973,False,partying,"['wajah', 'pesta', 'perayaan', 'terompet', 'topi']"
🥸,🥸,disguised_face,wajah_menyamar,wajah_menyamar_hidung_kacamata_penyamaran,\U0001f978,False,disguised,"['wajah', 'menyamar', 'hidung', 'kacamata', 'penyamaran']"
😎,😎,smiling_face_with_sunglasses,wajah_berkacamata_hitam,wajah_berkacamata_hitam_kacamata_keren_matahari_pintar_tersenyum_memakai,\U0001f60e,False,smiling_face_with,"['wajah', 'berkacamata', 'hitam', 'kacamata', 'keren', 'matahari', 'pintar', 'tersenyum', 'memakai']"
🤓,🤓,nerd_face,wajah_kutu_buku,wajah_kutu_buku_muka,\U0001f913,False,nerd,"['wajah', 'kutu', 'buku', 'muka']"
🧐,🧐,face_with_monocle,wajah_dengan_monokel,wajah_dengan_monokel_pengap_sesak,\U0001f9d0,False,face_with,"['wajah', 'dengan', 'monokel', 'pengap', 'sesak']"
😕,😕,confused_face,wajah_bingung,wajah_bingung_muka,\U0001f615,False,confused,"['wajah', 'bingung', 'muka']"
😟,😟,worried_face,wajah_cemas,wajah_cemas_khawatir_kuatir_muka,\U0001f61f,False,worried,"['wajah', 'cemas', 'khawatir', 'kuatir', 'muka']"
🙁,🙁,slightly_frowning_face,wajah_agak_cemberut,wajah_agak_cemberut_muka,\U0001f641,False,slightly_frowning,"['wajah', 'agak', 'cemberut', 'muka']"
☹️,☹️,frowning_face,wajah_cemberut,wajah_cemberut_muka,\u2639\ufe0f,False,frowning,"['wajah', 'cemberut', 'muka']"
😮,😮,face_with_open_mouth,wajah_dengan_mulut_terbuka,wajah_dengan_mulut_terbuka_muka_simpati,\U0001f62e,False,face_with_open,"['wajah', 'dengan', 'mulut', 'terbuka', 'muka', 'simpati']"
😯,😯,hushed_face,wajah_hening,wajah_hening_kaget_muka_terdiam_terkejut,\U0001f62f,False,hushed,"['wajah', 'hening', 'kaget', 'muka', 'terdiam', 'terkejut']"
😲,😲,astonished_face,wajah_terpukau,wajah_terpukau_kaget_muka_takjub_terkejut,\U0001f632,False,astonished,"['wajah', 'terpukau', 'kaget', 'muka', 'takjub', 'terkejut']"
😳,😳,flushed_face,wajah_tersipu,wajah_tersipu_muka,\U0001f633,False,flushed,"['wajah', 'tersipu', 'muka']"
🥺,🥺,pleading_face,wajah_memelas,wajah_memelas_kasihan_mata_memohon,\U0001f97a,False,pleading,"['wajah', 'memelas', 'kasihan', 'mata', 'memohon']"
😦,😦,frowning_face_with_open_mouth,wajah_mengerutkan_kening_dengan_mulut_terbuka,wajah_mengerutkan_kening_dengan_mulut_terbuka_cemberut_muka_nganga,\U0001f626,False,frowning_face_with_open,"['wajah', 'mengerutkan', 'kening', 'dengan', 'mulut', 'terbuka', 'cemberut', 'muka', 'nganga']"
😧,😧,anguished_face,wajah_menderita,wajah_menderita_merana_muka_sengsara,\U0001f627,False,anguished,"['wajah', 'menderita', 'merana', 'muka', 'sengsara']"
😨,😨,fearful_face,wajah_ketakutan,wajah_ketakutan_muka_ngeri_seram_takut,\U0001f628,False,fearful,"['wajah', 'ketakutan', 'muka', 'ngeri', 'seram', 'takut']"
😰,😰,anxious_face_with_sweat,wajah_ketakutan_berkeringat,wajah_ketakutan_berkeringat_biru_buru-buru_dingin_keringat_dengan,\U0001f630,False,anxious_face_with,"['wajah', 'ketakutan', 'berkeringat', 'biru', 'buru-buru', 'dingin', 'keringat', 'dengan']"
😥,😥,sad_but_relieved_face,wajah_kecewa_namun_lega,wajah_kecewa_namun_lega_fiuh_muka,\U0001f625,False,sad_but_relieved,"['wajah', 'kecewa', 'namun', 'lega', 'fiuh', 'muka']"
😢,😢,crying_face,wajah_menangis,wajah_menangis_air_mata_muka_nangis_sedih,\U0001f622,False,crying,"['wajah', 'menangis', 'air', 'mata', 'muka', 'nangis', 'sedih']"
😭,😭,loudly_crying_face,wajah_menangis_keras,wajah_menangis_keras_bombay_muka_nangis_sedih_tersedu-sedu,\U0001f62d,False,loudly_crying,"['wajah', 'menangis', 'keras', 'bombay', 'muka', 'nangis', 'sedih', 'tersedu-sedu']"
😱,😱,face_screaming_in_fear,wajah_sangat_ketakutan,wajah_sangat_ketakutan_berteriak_mengunyah_takut,\U0001f631,False,face_screaming_in,"['wajah', 'sangat', 'ketakutan', 'berteriak', 'mengunyah', 'takut']"
😖,😖,confounded_face,wajah_stres,wajah_stres_gelisah_muka_pusing,\U0001f616,False,confounded,"['wajah', 'stres', 'gelisah', 'muka', 'pusing']"
😣,😣,persevering_face,wajah_tidak_setuju,wajah_tidak_setuju_muka_ngotot,\U0001f623,False,persevering,"['wajah', 'tidak', 'setuju', 'muka', 'ngotot']"
😞,😞,disappointed_face,wajah_kecewa,disappointed_face,\U0001f61e,False,disappointed,['']
😓,😓,downcast_face_with_sweat,wajah_berkeringat,wajah_berkeringat_dingin_keringat_muka,\U0001f613,False,downcast_face_with,"['wajah', 'berkeringat', 'dingin', 'keringat', 'muka']"
😩,😩,weary_face,wajah_terlalu_lelah,wajah_terlalu_lelah_capek_muka,\U0001f629,False,weary,"['wajah', 'terlalu', 'lelah', 'capek', 'muka']"
😫,😫,tired_face,wajah_kelelahan,wajah_kelelahan_capek_lelah_muka,\U0001f62b,False,tired,"['wajah', 'kelelahan', 'capek', 'lelah', 'muka']"
🥱,🥱,yawning_face,wajah_menguap,wajah_menguap_bosan_lelah,\U0001f971,False,yawning,"['wajah', 'menguap', 'bosan', 'lelah']"
😤,😤,face_with_steam_from_nose,wajah_bersungguh-sungguh,wajah_bersungguh-sungguh_menang_muka_niat,\U0001f624,False,face_with_steam_from,"['wajah', 'bersungguh-sungguh', 'menang', 'muka', 'niat']"
😡,😡,pouting_face,wajah_sangat_marah,wajah_sangat_marah_merah_muka_ngamuk,\U0001f621,False,pouting,"['wajah', 'sangat', 'marah', 'merah', 'muka', 'ngamuk']"
😠,😠,angry_face,wajah_marah,wajah_marah_muka,\U0001f620,False,angry,"['wajah', 'marah', 'muka']"
🤬,🤬,face_with_symbols_on_mouth,wajah_dengan_simbol_pada_mulut,wajah_dengan_simbol_pada_mulut_mengumpat_ngamuk,\U0001f92c,False,face_with_symbols_on,"['wajah', 'dengan', 'simbol', 'pada', 'mulut', 'mengumpat', 'ngamuk']"
😈,😈,smiling_face_with_horns,wajah_tersenyum_bertanduk,wajah_tersenyum_bertanduk_dongeng_fantasi_muka_senyum_tanduk,\U0001f608,False,smiling_face_with,"['wajah', 'tersenyum', 'bertanduk', 'dongeng', 'fantasi', 'muka', 'senyum', 'tanduk']"
👿,👿,angry_face_with_horns,wajah_marah_dengan_tanduk,wajah_marah_dengan_tanduk_belis_fantasi_iblis_muka_setan_bertanduk,\U0001f47f,False,angry_face_with,"['wajah', 'marah', 'dengan', 'tanduk', 'belis', 'fantasi', 'iblis', 'muka', 'setan', 'bertanduk']"
💀,💀,skull,tengkorak,tengkorak_dongeng_mati_mayat_monster_muka_wajah,\U0001f480,False,misc,"['tengkorak', 'dongeng', 'mati', 'mayat', 'monster', 'muka', 'wajah']"
☠️,☠️,skull_and_crossbones,tengkorak_dan_tulang,tengkorak_dan_tulang_kematian_monster_wajah,\u2620\ufe0f,False,skull_and,"['tengkorak', 'dan', 'tulang', 'kematian', 'monster', 'wajah']"
💩,💩,pile_of_poo,kotoran,kotoran_muka_tahi_tinja_wajah,\U0001f4a9,False,pile_of,"['kotoran', 'muka', 'tahi', 'tinja', 'wajah']"
🤡,🤡,clown_face,badut,badut_konyol_lucu_muka_wajah,\U0001f921,False,clown,"['badut', 'konyol', 'lucu', 'muka', 'wajah']"
👹,👹,ogre,wajah_monster,wajah_monster_dongeng_fantasi_makhluk,\U0001f479,False,misc,"['wajah', 'monster', 'dongeng', 'fantasi', 'makhluk']"
👺,👺,goblin,topeng_hidung_panjang,topeng_hidung_panjang_fantasi_khayalan_makhluk_monster_wajah,\U0001f47a,False,misc,"['topeng', 'hidung', 'panjang', 'fantasi', 'khayalan', 'makhluk', 'monster', 'wajah']"
👻,👻,ghost,hantu,hantu_arwah_dongeng_fantasi_monster_muka_wajah,\U0001f47b,False,misc,"['hantu', 'arwah', 'dongeng', 'fantasi', 'monster', 'muka', 'wajah']"
👽,👽,alien,alien,alien_ekstraterestrial_fantasi_makhluk_ufo_wajah,\U0001f47d,False,misc,"['alien', 'ekstraterestrial', 'fantasi', 'makhluk', 'ufo', 'wajah']"
👾,👾,alien_monster,monster_alien,monster_alien_ekstraterestrial_makhluk_ufo_wajah,\U0001f47e,False,alien,"['monster', 'alien', 'ekstraterestrial', 'makhluk', 'ufo', 'wajah']"
🤖,🤖,robot,robot,robot_monster_muka_wajah,\U0001f916,False,misc,"['robot', 'monster', 'muka', 'wajah']"
😺,😺,grinning_cat,wajah_kucing_tersenyum_lebar,wajah_kucing_tersenyum_lebar_muka_mulut_senyum_terbuka,\U0001f63a,False,grinning,"['wajah', 'kucing', 'tersenyum', 'lebar', 'muka', 'mulut', 'senyum', 'terbuka']"
😸,😸,grinning_cat_with_smiling_eyes,wajah_kucing_gembira_dengan_mata_bahagia,wajah_kucing_gembira_dengan_mata_bahagia_muka_senyum_seringai,\U0001f638,False,grinning_cat_with_smiling,"['wajah', 'kucing', 'gembira', 'dengan', 'mata', 'bahagia', 'muka', 'senyum', 'seringai']"
😹,😹,cat_with_tears_of_joy,wajah_kucing_gembira_berurai_air_mata,wajah_kucing_gembira_berurai_air_mata_bahagia_muka_senang,\U0001f639,False,cat_with_tears_of,"['wajah', 'kucing', 'gembira', 'berurai', 'air', 'mata', 'bahagia', 'muka', 'senang']"
😻,😻,smiling_cat_with_heart-eyes,wajah_kucing_gembira_bermata_hati,wajah_kucing_gembira_bermata_hati_cinta_mata_muka_senyum,\U0001f63b,False,smiling_cat_with,"['wajah', 'kucing', 'gembira', 'bermata', 'hati', 'cinta', 'mata', 'muka', 'senyum']"
😼,😼,cat_with_wry_smile,wajah_kucing_tersenyum_sombong,wajah_kucing_tersenyum_sombong_ejek_muka_senyum_sinis,\U0001f63c,False,cat_with_wry,"['wajah', 'kucing', 'tersenyum', 'sombong', 'ejek', 'muka', 'senyum', 'sinis']"
😽,😽,kissing_cat,wajah_kucing_memberikan_ciuman_dengan_mata_tertutup,wajah_kucing_memberikan_ciuman_dengan_mata_tertutup_cium_muka,\U0001f63d,False,kissing,"['wajah', 'kucing', 'memberikan', 'ciuman', 'dengan', 'mata', 'tertutup', 'cium', 'muka']"
🙀,🙀,weary_cat,wajah_kucing_ketakutan,wajah_kucing_ketakutan_kaget_lelah_muka_oh_takut,\U0001f640,False,weary,"['wajah', 'kucing', 'ketakutan', 'kaget', 'lelah', 'muka', 'oh', 'takut']"
😿,😿,crying_cat,wajah_kucing_menangis,wajah_kucing_menangis_air_mata_muka_nangis_sedih,\U0001f63f,False,crying,"['wajah', 'kucing', 'menangis', 'air', 'mata', 'muka', 'nangis', 'sedih']"
😾,😾,pouting_cat,wajah_kucing_marah,wajah_kucing_marah_muka,\U0001f63e,False,pouting,"['wajah', 'kucing', 'marah', 'muka']"
🙈,🙈,see-no-evil_monkey,tidak_melihat,tidak_melihat_dilarang_jahat_lihat_monyet_wajah,\U0001f648,False,evil,"['tidak', 'melihat', 'dilarang', 'jahat', 'lihat', 'monyet', 'wajah']"
🙉,🙉,hear-no-evil_monkey,tidak_mendengar,tidak_mendengar_dengar_dilarang_jahat_monyet_wajah,\U0001f649,False,evil,"['tidak', 'mendengar', 'dengar', 'dilarang', 'jahat', 'monyet', 'wajah']"
🙊,🙊,speak-no-evil_monkey,tidak_bicara,tidak_bicara_dilarang_jahat_monyet_berbicara_wajah,\U0001f64a,False,evil,"['tidak', 'bicara', 'dilarang', 'jahat', 'monyet', 'berbicara', 'wajah']"
💋,💋,kiss_mark,tanda_ciuman,tanda_ciuman_bibir_cium_hati_romantis,\U0001f48b,False,kiss,"['tanda', 'ciuman', 'bibir', 'cium', 'hati', 'romantis']"
💌,💌,love_letter,surat_cinta,surat_cinta_hati_romantis,\U0001f48c,False,love,"['surat', 'cinta', 'hati', 'romantis']"
💘,💘,heart_with_arrow,hati_terpanah,hati_terpanah_asmara_panah_romantis,\U0001f498,False,heart_with,"['hati', 'terpanah', 'asmara', 'panah', 'romantis']"
💝,💝,heart_with_ribbon,hati_berpita,hati_berpita_pita_valentine,\U0001f49d,False,heart_with,"['hati', 'berpita', 'pita', 'valentine']"
💖,💖,sparkling_heart,hati_bersinar,hati_bersinar_bahagia,\U0001f496,False,sparkling,"['hati', 'bersinar', 'bahagia']"
💗,💗,growing_heart,hati_membesar,hati_membesar_deg_detak_gembira_gugup_jantung,\U0001f497,False,growing,"['hati', 'membesar', 'deg', 'detak', 'gembira', 'gugup', 'jantung']"
💓,💓,beating_heart,hati_berdetak,hati_berdetak_denyut_detak_jantung,\U0001f493,False,beating,"['hati', 'berdetak', 'denyut', 'detak', 'jantung']"
💞,💞,revolving_hearts,hati_berputar,revolving_hearts,\U0001f49e,False,revolving,['']
💕,💕,two_hearts,dua_hati,dua_hati_cinta,\U0001f495,False,two,"['dua', 'hati', 'cinta']"
💟,💟,heart_decoration,dekorasi_hati,heart_decoration,\U0001f49f,False,heart,['']
❣️,❣️,heart_exclamation,tanda_seru_berbentuk_hati,heart_exclamation,\u2763\ufe0f,False,heart,['']
💔,💔,broken_heart,patah_hati,patah_hati_putus,\U0001f494,False,broken,"['patah', 'hati', 'putus']"
❤️‍🔥,❤️‍🔥,heart_on_fire,hati_berapi-api,heart_on_fire,\u2764\ufe0f\u200d\U0001f525,False,heart_on,['']
❤️‍🩹,❤️‍🩹,mending_heart,mengobati_hati_terluka,mending_heart,\u2764\ufe0f\u200d\U0001fa79,False,mending,['']
❤️,❤️,red_heart,hati_merah,red_heart,\u2764\ufe0f,False,red,['']
🧡,🧡,orange_heart,hati_oranye,orange_heart,\U0001f9e1,False,orange,['']
💛,💛,yellow_heart,hati_kuning,yellow_heart,\U0001f49b,False,yellow,['']
💚,💚,green_heart,hati_hijau,green_heart,\U0001f49a,False,green,['']
💙,💙,blue_heart,hati_biru,blue_heart,\U0001f499,False,blue,['']
💜,💜,purple_heart,hati_ungu,purple_heart,\U0001f49c,False,purple,['']
🤎,🤎,brown_heart,hati_cokelat,brown_heart,\U0001f90e,False,brown,['']
🖤,🖤,black_heart,hati_hitam,hati_hitam_jahat_kejam,\U0001f5a4,False,black,"['hati', 'hitam', 'jahat', 'kejam']"
