emoji,unicode,name_en,name_id,alias,emoji_clean,has_skin_tone,category,aliases
🚣,🚣,person_rowing_boat,orang_mendayung_perahu,orang_mendayung_perahu_kendaraan,\U0001f6a3,False,person_rowing,"['orang', 'mendayung', 'perahu', 'kendaraan']"
🚣‍♂️,🚣‍♂️,man_rowing_boat,pria_mendayung_perahu,pria_mendayung_perahu_dayung_laki-laki,\U0001f6a3\u200d\u2642\ufe0f,False,man_rowing,"['pria', 'mendayung', 'perahu', 'dayung', 'laki-laki']"
🚣‍♀️,🚣‍♀️,woman_rowing_boat,wanita_mendayung_perahu,wanita_mendayung_perahu_dayung_perempuan,\U0001f6a3\u200d\u2640\ufe0f,False,woman_rowing,"['wanita', 'mendayung', 'perahu', 'dayung', 'perempuan']"
🏊,🏊,person_swimming,orang_berenang,orang_berenang_renang,\U0001f3ca,False,person,"['orang', 'berenang', 'renang']"
🏊‍♂️,🏊‍♂️,man_swimming,pria_berenang,pria_berenang_laki-laki_renang,\U0001f3ca\u200d\u2642\ufe0f,False,man,"['pria', 'berenang', 'laki-laki', 'renang']"
🏊‍♀️,🏊‍♀️,woman_swimming,wanita_berenang,wanita_berenang_perempuan_renang,\U0001f3ca\u200d\u2640\ufe0f,False,woman,"['wanita', 'berenang', 'perempuan', 'renang']"
⛹️,⛹️,person_bouncing_ball,orang_memantulkan_bola,person_bouncing_ball,\u26f9\ufe0f,False,person_bouncing,['']
⛹️‍♂️,⛹️‍♂️,man_bouncing_ball,pria_memantulkan_bola,pria_memantulkan_bola_laki-laki_membawa,\u26f9\ufe0f\u200d\u2642\ufe0f,False,man_bouncing,"['pria', 'memantulkan', 'bola', 'laki-laki', 'membawa']"
⛹️‍♀️,⛹️‍♀️,woman_bouncing_ball,wanita_memantulkan_bola,wanita_memantulkan_bola_membawa_perempuan,\u26f9\ufe0f\u200d\u2640\ufe0f,False,woman_bouncing,"['wanita', 'memantulkan', 'bola', 'membawa', 'perempuan']"
🏋️,🏋️,person_lifting_weights,orang_mengangkat_beban,orang_mengangkat_beban_angkat,\U0001f3cb\ufe0f,False,person_lifting,"['orang', 'mengangkat', 'beban', 'angkat']"
🏋️‍♂️,🏋️‍♂️,man_lifting_weights,pria_mengangkat_beban,pria_mengangkat_beban_angkat_laki-laki,\U0001f3cb\ufe0f\u200d\u2642\ufe0f,False,man_lifting,"['pria', 'mengangkat', 'beban', 'angkat', 'laki-laki']"
🏋️‍♀️,🏋️‍♀️,woman_lifting_weights,wanita_mengangkat_beban,wanita_mengangkat_beban_angkat_perempuan,\U0001f3cb\ufe0f\u200d\u2640\ufe0f,False,woman_lifting,"['wanita', 'mengangkat', 'beban', 'angkat', 'perempuan']"
🚴,🚴,person_biking,orang_bersepeda,orang_bersepeda_sepeda,\U0001f6b4,False,person,"['orang', 'bersepeda', 'sepeda']"
🚴‍♂️,🚴‍♂️,man_biking,pria_bersepeda,pria_bersepeda_laki-laki_sepeda,\U0001f6b4\u200d\u2642\ufe0f,False,man,"['pria', 'bersepeda', 'laki-laki', 'sepeda']"
🚴‍♀️,🚴‍♀️,woman_biking,wanita_bersepeda,wanita_bersepeda_perempuan_sepeda,\U0001f6b4\u200d\u2640\ufe0f,False,woman,"['wanita', 'bersepeda', 'perempuan', 'sepeda']"
🚵,🚵,person_mountain_biking,orang_bersepeda_gunung,orang_bersepeda_gunung_pesepeda_sepeda,\U0001f6b5,False,person_mountain,"['orang', 'bersepeda', 'gunung', 'pesepeda', 'sepeda']"
🚵‍♂️,🚵‍♂️,man_mountain_biking,pria_bersepeda_gunung,pria_bersepeda_gunung_laki-laki_sepeda,\U0001f6b5\u200d\u2642\ufe0f,False,man_mountain,"['pria', 'bersepeda', 'gunung', 'laki-laki', 'sepeda']"
🚵‍♀️,🚵‍♀️,woman_mountain_biking,wanita_bersepeda_gunung,wanita_bersepeda_gunung_perempuan_sepeda,\U0001f6b5\u200d\u2640\ufe0f,False,woman_mountain,"['wanita', 'bersepeda', 'gunung', 'perempuan', 'sepeda']"
🤸,🤸,person_cartwheeling,orang_melakukan_gerakan_meroda,orang_melakukan_gerakan_meroda_gimnastik_olahraga_salto_senam,\U0001f938,False,person,"['orang', 'melakukan', 'gerakan', 'meroda', 'gimnastik', 'olahraga', 'salto', 'senam']"
🤸‍♂️,🤸‍♂️,man_cartwheeling,pria_melakukan_gerakan_meroda,pria_melakukan_gerakan_meroda_balik_jungkir_laki-laki,\U0001f938\u200d\u2642\ufe0f,False,man,"['pria', 'melakukan', 'gerakan', 'meroda', 'balik', 'jungkir', 'laki-laki']"
🤸‍♀️,🤸‍♀️,woman_cartwheeling,wanita_melakukan_gerakan_meroda,wanita_melakukan_gerakan_meroda_balik_jungkir_perempuan,\U0001f938\u200d\u2640\ufe0f,False,woman,"['wanita', 'melakukan', 'gerakan', 'meroda', 'balik', 'jungkir', 'perempuan']"
🤼,🤼,people_wrestling,orang_bergulat,orang_bergulat_gulat_olahraga_pegulat,\U0001f93c,False,people,"['orang', 'bergulat', 'gulat', 'olahraga', 'pegulat']"
🤼‍♂️,🤼‍♂️,men_wrestling,pria_bergulat,pria_bergulat_gulat_laki-laki,\U0001f93c\u200d\u2642\ufe0f,False,men,"['pria', 'bergulat', 'gulat', 'laki-laki']"
🤼‍♀️,🤼‍♀️,women_wrestling,wanita_bergulat,wanita_bergulat_gulat_perempuan,\U0001f93c\u200d\u2640\ufe0f,False,women,"['wanita', 'bergulat', 'gulat', 'perempuan']"
🤽,🤽,person_playing_water_polo,orang_bermain_polo_air,orang_bermain_polo_air_olahraga,\U0001f93d,False,person_playing_water,"['orang', 'bermain', 'polo', 'air', 'olahraga']"
🤽‍♂️,🤽‍♂️,man_playing_water_polo,pria_bermain_polo_air,pria_bermain_polo_air_laki-laki,\U0001f93d\u200d\u2642\ufe0f,False,man_playing_water,"['pria', 'bermain', 'polo', 'air', 'laki-laki']"
🤽‍♀️,🤽‍♀️,woman_playing_water_polo,wanita_bermain_polo_air,wanita_bermain_polo_air_perempuan,\U0001f93d\u200d\u2640\ufe0f,False,woman_playing_water,"['wanita', 'bermain', 'polo', 'air', 'perempuan']"
🤾,🤾,person_playing_handball,orang_bermain_bola_tangan,orang_bermain_bola_tangan_olahraga,\U0001f93e,False,person_playing,"['orang', 'bermain', 'bola', 'tangan', 'olahraga']"
🤾‍♂️,🤾‍♂️,man_playing_handball,pria_bermain_bola_tangan,pria_bermain_bola_tangan_laki-laki,\U0001f93e\u200d\u2642\ufe0f,False,man_playing,"['pria', 'bermain', 'bola', 'tangan', 'laki-laki']"
🤾‍♀️,🤾‍♀️,woman_playing_handball,wanita_bermain_bola_tangan,wanita_bermain_bola_tangan_perempuan,\U0001f93e\u200d\u2640\ufe0f,False,woman_playing,"['wanita', 'bermain', 'bola', 'tangan', 'perempuan']"
🤹,🤹,person_juggling,orang_melempar,orang_melempar_juggling_multitasking_repot_sibuk,\U0001f939,False,person,"['orang', 'melempar', 'juggling', 'multitasking', 'repot', 'sibuk']"
🤹‍♂️,🤹‍♂️,man_juggling,pria_melempar,pria_melempar_atraksi_laki-laki,\U0001f939\u200d\u2642\ufe0f,False,man,"['pria', 'melempar', 'atraksi', 'laki-laki']"
🤹‍♀️,🤹‍♀️,woman_juggling,wanita_melempar,wanita_melempar_atraksi_perempuan,\U0001f939\u200d\u2640\ufe0f,False,woman,"['wanita', 'melempar', 'atraksi', 'perempuan']"
🧘,🧘,person_in_lotus_position,orang_dalam_posisi_teratai,orang_dalam_posisi_teratai_meditasi_yoga,\U0001f9d8,False,person_in_lotus,"['orang', 'dalam', 'posisi', 'teratai', 'meditasi', 'yoga']"
🧘‍♂️,🧘‍♂️,man_in_lotus_position,pria_dalam_posisi_teratai,pria_dalam_posisi_teratai_meditasi_yoga,\U0001f9d8\u200d\u2642\ufe0f,False,man_in_lotus,"['pria', 'dalam', 'posisi', 'teratai', 'meditasi', 'yoga']"
🧘‍♀️,🧘‍♀️,woman_in_lotus_position,wanita_dalam_posisi_teratai,wanita_dalam_posisi_teratai_meditasi_yoga,\U0001f9d8\u200d\u2640\ufe0f,False,woman_in_lotus,"['wanita', 'dalam', 'posisi', 'teratai', 'meditasi', 'yoga']"
🛀,🛀,person_taking_bath,orang_di_bak_mandi,person_taking_bath,\U0001f6c0,False,person_taking,['']
🛌,🛌,person_in_bed,orang_di_tempat_tidur,orang_di_tempat_tidur_hotel,\U0001f6cc,False,person_in,"['orang', 'di', 'tempat', 'tidur', 'hotel']"
🧑‍🤝‍🧑,🧑‍🤝‍🧑,people_holding_hands,orang_bergandengan,orang_bergandengan_pasangan_tangan,\U0001f9d1\u200d\U0001f91d\u200d\U0001f9d1,False,people_holding,"['orang', 'bergandengan', 'pasangan', 'tangan']"
👭,👭,women_holding_hands,dua_wanita_bergandengan,dua_wanita_bergandengan_cewek_gandeng_pasangan_pegangan_tangan,\U0001f46d,False,women_holding,"['dua', 'wanita', 'bergandengan', 'cewek', 'gandeng', 'pasangan', 'pegangan', 'tangan']"
👫,👫,woman_and_man_holding_hands,pria_dan_wanita_bergandengan,pria_dan_wanita_bergandengan_pasangan_pegangan_berpegangan_tangan,\U0001f46b,False,woman_and_man_holding,"['pria', 'dan', 'wanita', 'bergandengan', 'pasangan', 'pegangan', 'berpegangan', 'tangan']"
👬,👬,men_holding_hands,dua_pria_bergandengan,dua_pria_bergandengan_cowok_gandeng_gemini_kembar_pasangan_pegangan_tangan_zodiak,\U0001f46c,False,men_holding,"['dua', 'pria', 'bergandengan', 'cowok', 'gandeng', 'gemini', 'kembar', 'pasangan', 'pegangan', 'tangan', 'zodiak']"
💏,💏,kiss,berciuman,berciuman_cium_pasangan_romantis,\U0001f48f,False,misc,"['berciuman', 'cium', 'pasangan', 'romantis']"
👩‍❤️‍💋‍👨,👩‍❤️‍💋‍👨,kiss_woman_man,berciuman_wanita_pria,berciuman_wanita_pria_cium_pasangan_romantis,\U0001f469\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468,False,kiss_woman,"['berciuman', 'wanita', 'pria', 'cium', 'pasangan', 'romantis']"
👨‍❤️‍💋‍👨,👨‍❤️‍💋‍👨,kiss_man_man,berciuman_pria_pria,berciuman_pria_cium_pasangan_romantis,\U0001f468\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f468,False,kiss_man,"['berciuman', 'pria', 'cium', 'pasangan', 'romantis']"
👩‍❤️‍💋‍👩,👩‍❤️‍💋‍👩,kiss_woman_woman,berciuman_wanita_wanita,berciuman_wanita_cium_pasangan_romantis,\U0001f469\u200d\u2764\ufe0f\u200d\U0001f48b\u200d\U0001f469,False,kiss_woman,"['berciuman', 'wanita', 'cium', 'pasangan', 'romantis']"
💑,💑,couple_with_heart,pasangan_dengan_hati,pasangan_dengan_hati_cinta_romantis,\U0001f491,False,couple_with,"['pasangan', 'dengan', 'hati', 'cinta', 'romantis']"
👩‍❤️‍👨,👩‍❤️‍👨,couple_with_heart_woman_man,pasangan_dengan_hati_wanita_pria,pasangan_dengan_hati_wanita_pria_cinta_romantis,\U0001f469\u200d\u2764\ufe0f\u200d\U0001f468,False,couple_with_heart_woman,"['pasangan', 'dengan', 'hati', 'wanita', 'pria', 'cinta', 'romantis']"
👨‍❤️‍👨,👨‍❤️‍👨,couple_with_heart_man_man,pasangan_dengan_hati_pria_pria,pasangan_dengan_hati_pria_cinta_romantis,\U0001f468\u200d\u2764\ufe0f\u200d\U0001f468,False,couple_with_heart_man,"['pasangan', 'dengan', 'hati', 'pria', 'cinta', 'romantis']"
👩‍❤️‍👩,👩‍❤️‍👩,couple_with_heart_woman_woman,pasangan_dengan_hati_wanita_wanita,pasangan_dengan_hati_wanita_cinta_romantis,\U0001f469\u200d\u2764\ufe0f\u200d\U0001f469,False,couple_with_heart_woman,"['pasangan', 'dengan', 'hati', 'wanita', 'cinta', 'romantis']"
👪,👪,family,keluarga,keluarga_anak_ayah_bapak_ibu_mama_papa,\U0001f46a,False,misc,"['keluarga', 'anak', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👩‍👦,👨‍👩‍👦,family_man_woman_boy,keluarga_pria_wanita_anak_laki-laki,keluarga_pria_wanita_anak_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f469\u200d\U0001f466,False,family_man_woman,"['keluarga', 'pria', 'wanita', 'anak', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👩‍👧,👨‍👩‍👧,family_man_woman_girl,keluarga_pria_wanita_anak_perempuan,keluarga_pria_wanita_anak_perempuan_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f469\u200d\U0001f467,False,family_man_woman,"['keluarga', 'pria', 'wanita', 'anak', 'perempuan', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👩‍👧‍👦,👨‍👩‍👧‍👦,family_man_woman_girl_boy,keluarga_pria_wanita_anak_perempuan_anak_laki-laki,keluarga_pria_wanita_anak_perempuan_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f469\u200d\U0001f467\u200d\U0001f466,False,family_man_woman_girl,"['keluarga', 'pria', 'wanita', 'anak', 'perempuan', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👩‍👦‍👦,👨‍👩‍👦‍👦,family_man_woman_boy_boy,keluarga_pria_wanita_anak_laki-laki_anak_laki-laki,keluarga_pria_wanita_anak_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f469\u200d\U0001f466\u200d\U0001f466,False,family_man_woman_boy,"['keluarga', 'pria', 'wanita', 'anak', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👩‍👧‍👧,👨‍👩‍👧‍👧,family_man_woman_girl_girl,keluarga_pria_wanita_anak_perempuan_anak_perempuan,keluarga_pria_wanita_anak_perempuan_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f469\u200d\U0001f467\u200d\U0001f467,False,family_man_woman_girl,"['keluarga', 'pria', 'wanita', 'anak', 'perempuan', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👨‍👦,👨‍👨‍👦,family_man_man_boy,keluarga_pria_pria_anak_laki-laki,keluarga_pria_anak_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f468\u200d\U0001f466,False,family_man_man,"['keluarga', 'pria', 'anak', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👨‍👧,👨‍👨‍👧,family_man_man_girl,keluarga_pria_pria_anak_perempuan,keluarga_pria_anak_perempuan_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f468\u200d\U0001f467,False,family_man_man,"['keluarga', 'pria', 'anak', 'perempuan', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👨‍👧‍👦,👨‍👨‍👧‍👦,family_man_man_girl_boy,keluarga_pria_pria_anak_perempuan_anak_laki-laki,keluarga_pria_anak_perempuan_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f468\u200d\U0001f467\u200d\U0001f466,False,family_man_man_girl,"['keluarga', 'pria', 'anak', 'perempuan', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👨‍👦‍👦,👨‍👨‍👦‍👦,family_man_man_boy_boy,keluarga_pria_pria_anak_laki-laki_anak_laki-laki,keluarga_pria_anak_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f468\u200d\U0001f466\u200d\U0001f466,False,family_man_man_boy,"['keluarga', 'pria', 'anak', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👨‍👧‍👧,👨‍👨‍👧‍👧,family_man_man_girl_girl,keluarga_pria_pria_anak_perempuan_anak_perempuan,keluarga_pria_anak_perempuan_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f468\u200d\U0001f467\u200d\U0001f467,False,family_man_man_girl,"['keluarga', 'pria', 'anak', 'perempuan', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👩‍👩‍👦,👩‍👩‍👦,family_woman_woman_boy,keluarga_wanita_wanita_anak_laki-laki,keluarga_wanita_anak_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f469\u200d\U0001f469\u200d\U0001f466,False,family_woman_woman,"['keluarga', 'wanita', 'anak', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👩‍👩‍👧,👩‍👩‍👧,family_woman_woman_girl,keluarga_wanita_wanita_anak_perempuan,keluarga_wanita_anak_perempuan_ayah_bapak_ibu_mama_papa,\U0001f469\u200d\U0001f469\u200d\U0001f467,False,family_woman_woman,"['keluarga', 'wanita', 'anak', 'perempuan', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👩‍👩‍👧‍👦,👩‍👩‍👧‍👦,family_woman_woman_girl_boy,keluarga_wanita_wanita_anak_perempuan_anak_laki-laki,keluarga_wanita_anak_perempuan_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f469\u200d\U0001f469\u200d\U0001f467\u200d\U0001f466,False,family_woman_woman_girl,"['keluarga', 'wanita', 'anak', 'perempuan', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👩‍👩‍👦‍👦,👩‍👩‍👦‍👦,family_woman_woman_boy_boy,keluarga_wanita_wanita_anak_laki-laki_anak_laki-laki,keluarga_wanita_anak_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f469\u200d\U0001f469\u200d\U0001f466\u200d\U0001f466,False,family_woman_woman_boy,"['keluarga', 'wanita', 'anak', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👩‍👩‍👧‍👧,👩‍👩‍👧‍👧,family_woman_woman_girl_girl,keluarga_wanita_wanita_anak_perempuan_anak_perempuan,keluarga_wanita_anak_perempuan_ayah_bapak_ibu_mama_papa,\U0001f469\u200d\U0001f469\u200d\U0001f467\u200d\U0001f467,False,family_woman_woman_girl,"['keluarga', 'wanita', 'anak', 'perempuan', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👦,👨‍👦,family_man_boy,keluarga_pria_anak_laki-laki,keluarga_pria_anak_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f466,False,family_man,"['keluarga', 'pria', 'anak', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👦‍👦,👨‍👦‍👦,family_man_boy_boy,keluarga_pria_anak_laki-laki_anak_laki-laki,keluarga_pria_anak_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f466\u200d\U0001f466,False,family_man_boy,"['keluarga', 'pria', 'anak', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👧,👨‍👧,family_man_girl,keluarga_pria_anak_perempuan,keluarga_pria_anak_perempuan_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f467,False,family_man,"['keluarga', 'pria', 'anak', 'perempuan', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👧‍👦,👨‍👧‍👦,family_man_girl_boy,keluarga_pria_anak_perempuan_anak_laki-laki,keluarga_pria_anak_perempuan_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f467\u200d\U0001f466,False,family_man_girl,"['keluarga', 'pria', 'anak', 'perempuan', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👨‍👧‍👧,👨‍👧‍👧,family_man_girl_girl,keluarga_pria_anak_perempuan_anak_perempuan,keluarga_pria_anak_perempuan_ayah_bapak_ibu_mama_papa,\U0001f468\u200d\U0001f467\u200d\U0001f467,False,family_man_girl,"['keluarga', 'pria', 'anak', 'perempuan', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👩‍👦,👩‍👦,family_woman_boy,keluarga_wanita_anak_laki-laki,keluarga_wanita_anak_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f469\u200d\U0001f466,False,family_woman,"['keluarga', 'wanita', 'anak', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👩‍👦‍👦,👩‍👦‍👦,family_woman_boy_boy,keluarga_wanita_anak_laki-laki_anak_laki-laki,keluarga_wanita_anak_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f469\u200d\U0001f466\u200d\U0001f466,False,family_woman_boy,"['keluarga', 'wanita', 'anak', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👩‍👧,👩‍👧,family_woman_girl,keluarga_wanita_anak_perempuan,keluarga_wanita_anak_perempuan_ayah_bapak_ibu_mama_papa,\U0001f469\u200d\U0001f467,False,family_woman,"['keluarga', 'wanita', 'anak', 'perempuan', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👩‍👧‍👦,👩‍👧‍👦,family_woman_girl_boy,keluarga_wanita_anak_perempuan_anak_laki-laki,keluarga_wanita_anak_perempuan_laki-laki_ayah_bapak_ibu_mama_papa,\U0001f469\u200d\U0001f467\u200d\U0001f466,False,family_woman_girl,"['keluarga', 'wanita', 'anak', 'perempuan', 'laki-laki', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
👩‍👧‍👧,👩‍👧‍👧,family_woman_girl_girl,keluarga_wanita_anak_perempuan_anak_perempuan,keluarga_wanita_anak_perempuan_ayah_bapak_ibu_mama_papa,\U0001f469\u200d\U0001f467\u200d\U0001f467,False,family_woman_girl,"['keluarga', 'wanita', 'anak', 'perempuan', 'ayah', 'bapak', 'ibu', 'mama', 'papa']"
🗣️,🗣️,speaking_head,kepala_berbicara,kepala_berbicara_bicara_siluet_wajah,\U0001f5e3\ufe0f,False,speaking,"['kepala', 'berbicara', 'bicara', 'siluet', 'wajah']"
👤,👤,bust_in_silhouette,siluet_foto_setengah_badan,siluet_foto_setengah_badan_bayangan,\U0001f464,False,bust_in,"['siluet', 'foto', 'setengah', 'badan', 'bayangan']"
👥,👥,busts_in_silhouette,beberapa_siluet_foto_setengah_badan,beberapa_siluet_foto_setengah_badan_bayangan,\U0001f465,False,busts_in,"['beberapa', 'siluet', 'foto', 'setengah', 'badan', 'bayangan']"
🫂,🫂,people_hugging,orang_berpelukan,orang_berpelukan_halo_peluk_selamat_tinggal_terima_kasih,\U0001fac2,False,people,"['orang', 'berpelukan', 'halo', 'peluk', 'selamat', 'tinggal', 'terima', 'kasih']"
👣,👣,footprints,jejak_kaki,jejak_kaki_badan_tubuh,\U0001f463,False,misc,"['jejak', 'kaki', 'badan', 'tubuh']"
🦰,🦰,red_hair,rambut_merah,rambut_merah_cokelat_kemerahan,\U0001f9b0,False,red,"['rambut', 'merah', 'cokelat', 'kemerahan']"
🦱,🦱,curly_hair,rambut_keriting,rambut_keriting_afro_ikal,\U0001f9b1,False,curly,"['rambut', 'keriting', 'afro', 'ikal']"
🦳,🦳,white_hair,rambut_putih,rambut_putih_abu-abu_tua,\U0001f9b3,False,white,"['rambut', 'putih', 'abu-abu', 'tua']"
🦲,🦲,bald,gundul,gundul_botak_kemoterapi_tak_berambut,\U0001f9b2,False,misc,"['gundul', 'botak', 'kemoterapi', 'tak', 'berambut']"
🐵,🐵,monkey_face,wajah_monyet,wajah_monyet_muka,\U0001f435,False,monkey,"['wajah', 'monyet', 'muka']"
🐒,🐒,monkey,monyet,monkey,\U0001f412,False,misc,['']
🦍,🦍,gorilla,gorila,gorila_binatang_kingkong,\U0001f98d,False,misc,"['gorila', 'binatang', 'kingkong']"
🦧,🦧,orangutan,orangutan,orangutan_kera,\U0001f9a7,False,misc,"['orangutan', 'kera']"
🐶,🐶,dog_face,wajah_anjing,wajah_anjing_hewan_muka,\U0001f436,False,dog,"['wajah', 'anjing', 'hewan', 'muka']"
🐕,🐕,dog,anjing,anjing_hewan,\U0001f415,False,animals_nature,"['anjing', 'hewan']"
🦮,🦮,guide_dog,anjing_pemandu,anjing_pemandu_aksesibilitas_buta_panduan_tunanetra,\U0001f9ae,False,guide,"['anjing', 'pemandu', 'aksesibilitas', 'buta', 'panduan', 'tunanetra']"
🐕‍🦺,🐕‍🦺,service_dog,anjing_pembimbing,anjing_pembimbing_aksesibilitas_bantuan_bimbingan,\U0001f415\u200d\U0001f9ba,False,service,"['anjing', 'pembimbing', 'aksesibilitas', 'bantuan', 'bimbingan']"
🐩,🐩,poodle,pudel,pudel_anjing,\U0001f429,False,misc,"['pudel', 'anjing']"
🐺,🐺,wolf,serigala,serigala_muka_wajah,\U0001f43a,False,misc,"['serigala', 'muka', 'wajah']"
🦊,🦊,fox,rubah,rubah_muka_wajah,\U0001f98a,False,misc,"['rubah', 'muka', 'wajah']"
🦝,🦝,raccoon,rakun,rakun_licik_penasaran,\U0001f99d,False,misc,"['rakun', 'licik', 'penasaran']"
🐱,🐱,cat_face,wajah_kucing,wajah_kucing_hewan_muka,\U0001f431,False,cat,"['wajah', 'kucing', 'hewan', 'muka']"
🐈,🐈,cat,kucing,kucing_hewan,\U0001f408,False,animals_nature,"['kucing', 'hewan']"
🐈‍⬛,🐈‍⬛,black_cat,kucing_hitam,kucing_hitam_kesialan,\U0001f408\u200d\u2b1b,False,black,"['kucing', 'hitam', 'kesialan']"
🦁,🦁,lion,singa,singa_leo_muka_wajah_zodiak,\U0001f981,False,misc,"['singa', 'leo', 'muka', 'wajah', 'zodiak']"
🐯,🐯,tiger_face,wajah_harimau,wajah_harimau_macan_muka,\U0001f42f,False,tiger,"['wajah', 'harimau', 'macan', 'muka']"
🐅,🐅,tiger,harimau,tiger,\U0001f405,False,misc,['']
🐆,🐆,leopard,macan_tutul,leopard,\U0001f406,False,misc,['']
🐴,🐴,horse_face,wajah_kuda,wajah_kuda_muka,\U0001f434,False,horse,"['wajah', 'kuda', 'muka']"
🐎,🐎,horse,kuda,kuda_balap_pacuan,\U0001f40e,False,misc,"['kuda', 'balap', 'pacuan']"
🦄,🦄,unicorn,unicorn,unicorn_muka_wajah,\U0001f984,False,misc,"['unicorn', 'muka', 'wajah']"
🦓,🦓,zebra,zebra,zebra_belang,\U0001f993,False,misc,"['zebra', 'belang']"
🦌,🦌,deer,rusa,rusa_binatang,\U0001f98c,False,misc,"['rusa', 'binatang']"
🦬,🦬,bison,bison,bison_eropa_kawanan_kerbau,\U0001f9ac,False,misc,"['bison', 'eropa', 'kawanan', 'kerbau']"
🐮,🐮,cow_face,wajah_sapi,wajah_sapi_muka,\U0001f42e,False,cow,"['wajah', 'sapi', 'muka']"
🐂,🐂,ox,lembu,lembu_taurus_zodiak,\U0001f402,False,misc,"['lembu', 'taurus', 'zodiak']"
🐃,🐃,water_buffalo,kerbau,kerbau_air,\U0001f403,False,water,"['kerbau', 'air']"
🐄,🐄,cow,sapi,cow,\U0001f404,False,misc,['']
🐷,🐷,pig_face,wajah_babi,wajah_babi_muka,\U0001f437,False,pig,"['wajah', 'babi', 'muka']"
🐖,🐖,pig,babi,pig,\U0001f416,False,misc,['']
🐗,🐗,boar,babi_hutan,boar,\U0001f417,False,misc,['']
🐽,🐽,pig_nose,hidung_babi,hidung_babi_muka_wajah,\U0001f43d,False,pig,"['hidung', 'babi', 'muka', 'wajah']"
🐏,🐏,ram,domba_jantan,domba_jantan_aries_zodiak,\U0001f40f,False,misc,"['domba', 'jantan', 'aries', 'zodiak']"
🐑,🐑,ewe,domba_betina,ewe,\U0001f411,False,misc,['']
🐐,🐐,goat,kambing,kambing_capricorn_zodiak,\U0001f410,False,misc,"['kambing', 'capricorn', 'zodiak']"
🐪,🐪,camel,unta,unta_dromedari_punuk,\U0001f42a,False,misc,"['unta', 'dromedari', 'punuk']"
🐫,🐫,two-hump_camel,unta_berpunuk_dua,unta_berpunuk_dua_baktrian_punuk,\U0001f42b,False,hump,"['unta', 'berpunuk', 'dua', 'baktrian', 'punuk']"
